#k-distance eigenvalue[eV]
3.52204774 -27.55020000
3.53933442 -27.55030000
3.55662110 -27.55030000
3.57390779 -27.55040000
3.59119447 -27.55040000
3.59119447 -27.54550000
3.60848115 -27.54540000
3.62576783 -27.54530000
3.64305451 -27.54540000
3.66034119 -27.54530000
3.67762788 -27.54530000
3.69491456 -27.54530000
3.71220124 -27.54530000
3.72948793 -27.54530000
3.74677461 -27.54540000
3.76406129 -27.54540000
3.78134797 -27.54560000
3.79863465 -27.54560000
3.81592133 -27.54550000
3.83320802 -27.54540000
3.85049470 -27.54530000
3.85049470 -27.55000000
3.86778138 -27.54990000
3.88506806 -27.55010000
3.90235474 -27.55010000
3.91964143 -27.54990000
3.93692811 -27.55000000
3.95421479 -27.54990000
3.97150147 -27.54980000
3.98878816 -27.54980000
4.00607484 -27.54980000
4.02336152 -27.54980000
4.04064820 -27.54980000
4.05793488 -27.54980000
4.07522156 -27.54980000
4.09250825 -27.54990000
4.10979493 -27.54990000

0.00000000 -27.54570000
0.02685343 -27.54580000
0.05370688 -27.54590000
0.08056031 -27.54580000
0.10741375 -27.54570000
0.13426719 -27.54570000
0.16112062 -27.54570000
0.18797406 -27.54550000
0.21482750 -27.54540000
0.24168093 -27.54530000
0.26853437 -27.54540000
0.29538781 -27.54540000
0.32224125 -27.54530000
0.34909468 -27.54520000
0.37594812 -27.54520000
0.40280156 -27.54530000
0.40280156 -27.54530000
0.42715802 -27.54540000
0.45151449 -27.54540000
0.47587095 -27.54530000
0.50022741 -27.54510000
0.52458387 -27.54480000
0.54894034 -27.54470000
0.57329680 -27.54440000
0.59765326 -27.54450000
0.62200972 -27.54510000
0.64636618 -27.54580000
0.67072265 -27.54660000
0.69507911 -27.54730000
0.71943557 -27.54810000
0.74379204 -27.54930000
0.76814850 -27.55000000
0.76814850 -27.55000000
0.79500194 -27.54990000
0.82185538 -27.54990000
0.84870881 -27.54990000
0.87556225 -27.54980000
0.90241569 -27.54980000
0.92926912 -27.54990000
0.95612256 -27.55000000
0.98297600 -27.55000000
1.00982944 -27.55000000
1.03668287 -27.55000000
1.06353631 -27.55010000
1.09038975 -27.55010000
1.11724318 -27.55010000
1.14409662 -27.55010000
1.17095006 -27.55020000
1.17095006 -27.55020000
1.19530652 -27.54930000
1.21966299 -27.54850000
1.24401945 -27.54760000
1.26837591 -27.54670000
1.29273238 -27.54620000
1.31708884 -27.54550000
1.34144530 -27.54490000
1.36580176 -27.54460000
1.39015822 -27.54500000
1.41451469 -27.54510000
1.43887115 -27.54550000
1.46322761 -27.54560000
1.48758407 -27.54580000
1.51194054 -27.54580000
1.53629700 -27.54570000
1.53629700 -27.54570000
1.55358368 -27.54580000
1.57087037 -27.54580000
1.58815705 -27.54580000
1.60544373 -27.54580000
1.62273041 -27.54580000
1.64001709 -27.54570000
1.65730377 -27.54560000
1.67459046 -27.54560000
1.69187714 -27.54560000
1.70916382 -27.54560000
1.72645051 -27.54550000
1.74373719 -27.54550000
1.76102387 -27.54560000
1.77831055 -27.54560000
1.79559723 -27.54560000
1.79559723 -27.54560000
1.82245067 -27.54570000
1.84930411 -27.54570000
1.87615755 -27.54600000
1.90301098 -27.54600000
1.92986442 -27.54580000
1.95671786 -27.54560000
1.98357129 -27.54580000
2.01042473 -27.54560000
2.03727817 -27.54560000
2.06413160 -27.54530000
2.09098505 -27.54540000
2.11783848 -27.54540000
2.14469191 -27.54540000
2.17154536 -27.54530000
2.19839879 -27.54550000
2.19839879 -27.54550000
2.22275525 -27.54540000
2.24711172 -27.54520000
2.27146818 -27.54520000
2.29582464 -27.54510000
2.32018111 -27.54490000
2.34453757 -27.54470000
2.36889403 -27.54450000
2.39325050 -27.54470000
2.41760696 -27.54520000
2.44196342 -27.54600000
2.46631989 -27.54650000
2.49067635 -27.54720000
2.51503281 -27.54810000
2.53938927 -27.54900000
2.56374573 -27.54990000
2.56374573 -27.54990000
2.59059917 -27.55000000
2.61745261 -27.55010000
2.64430605 -27.55000000
2.67115948 -27.54990000
2.69801292 -27.55000000
2.72486636 -27.54990000
2.75171979 -27.55000000
2.77857323 -27.55000000
2.80542667 -27.55010000
2.83228010 -27.55020000
2.85913355 -27.55020000
2.88598698 -27.55020000
2.91284042 -27.55030000
2.93969386 -27.55030000
2.96654729 -27.55040000
2.96654729 -27.55040000
2.99090375 -27.54940000
3.01526022 -27.54840000
3.03961668 -27.54750000
3.06397314 -27.54670000
3.08832961 -27.54600000
3.11268607 -27.54540000
3.13704253 -27.54490000
3.16139900 -27.54480000
3.18575546 -27.54500000
3.21011192 -27.54520000
3.23446839 -27.54530000
3.25882485 -27.54550000
3.28318131 -27.54550000
3.30753777 -27.54550000
3.33189424 -27.54560000
3.33189424 -27.55020000
3.34918092 -27.55020000
3.36646760 -27.55030000
3.38375428 -27.55010000
3.40104096 -27.55010000
3.41832765 -27.55020000
3.43561433 -27.55020000
3.45290101 -27.55020000
3.47018769 -27.55020000
3.48747437 -27.55020000
3.50476105 -27.55020000
3.52204774 -27.55020000
3.53933442 -27.55030000
3.55662110 -27.55030000
3.57390779 -27.55040000
3.59119447 -27.55040000
3.59119447 -27.54550000
3.60848115 -27.54540000
3.62576783 -27.54530000
3.64305451 -27.54540000
3.66034119 -27.54530000
3.67762788 -27.54530000
3.69491456 -27.54530000
3.71220124 -27.54530000
3.72948793 -27.54530000
3.74677461 -27.54540000
3.76406129 -27.54540000
3.78134797 -27.54560000
3.79863465 -27.54560000
3.81592133 -27.54550000
3.83320802 -27.54540000
3.85049470 -27.54530000
3.85049470 -27.55000000
3.86778138 -27.54990000
3.88506806 -27.55010000
3.90235474 -27.55010000
3.91964143 -27.54990000
3.93692811 -27.55000000
3.95421479 -27.54990000
3.97150147 -27.54980000
3.98878816 -27.54980000
4.00607484 -27.54980000
4.02336152 -27.54980000
4.04064820 -27.54980000
4.05793488 -27.54980000
4.07522156 -27.54980000
4.09250825 -27.54990000
4.10979493 -27.54990000

0.00000000 -27.54310000
0.02685343 -27.54320000
0.05370688 -27.54330000
0.08056031 -27.54320000
0.10741375 -27.54290000
0.13426719 -27.54300000
0.16112062 -27.54300000
0.18797406 -27.54300000
0.21482750 -27.54290000
0.24168093 -27.54280000
0.26853437 -27.54290000
0.29538781 -27.54320000
0.32224125 -27.54320000
0.34909468 -27.54310000
0.37594812 -27.54280000
0.40280156 -27.54260000
0.40280156 -27.54260000
0.42715802 -27.54270000
0.45151449 -27.54280000
0.47587095 -27.54290000
0.50022741 -27.54320000
0.52458387 -27.54330000
0.54894034 -27.54370000
0.57329680 -27.54410000
0.59765326 -27.54400000
0.62200972 -27.54390000
0.64636618 -27.54350000
0.67072265 -27.54320000
0.69507911 -27.54270000
0.71943557 -27.54230000
0.74379204 -27.54190000
0.76814850 -27.54130000
0.76814850 -27.54130000
0.79500194 -27.54120000
0.82185538 -27.54120000
0.84870881 -27.54100000
0.87556225 -27.54100000
0.90241569 -27.54100000
0.92926912 -27.54110000
0.95612256 -27.54120000
0.98297600 -27.54110000
1.00982944 -27.54130000
1.03668287 -27.54110000
1.06353631 -27.54110000
1.09038975 -27.54100000
1.11724318 -27.54110000
1.14409662 -27.54110000
1.17095006 -27.54120000
1.17095006 -27.54120000
1.19530652 -27.54190000
1.21966299 -27.54220000
1.24401945 -27.54280000
1.26837591 -27.54330000
1.29273238 -27.54380000
1.31708884 -27.54420000
1.34144530 -27.54470000
1.36580176 -27.54460000
1.39015822 -27.54420000
1.41451469 -27.54390000
1.43887115 -27.54370000
1.46322761 -27.54350000
1.48758407 -27.54330000
1.51194054 -27.54330000
1.53629700 -27.54310000
1.53629700 -27.54310000
1.55358368 -27.54320000
1.57087037 -27.54330000
1.58815705 -27.54320000
1.60544373 -27.54320000
1.62273041 -27.54320000
1.64001709 -27.54310000
1.65730377 -27.54310000
1.67459046 -27.54300000
1.69187714 -27.54300000
1.70916382 -27.54300000
1.72645051 -27.54290000
1.74373719 -27.54280000
1.76102387 -27.54280000
1.77831055 -27.54280000
1.79559723 -27.54280000
1.79559723 -27.54280000
1.82245067 -27.54270000
1.84930411 -27.54280000
1.87615755 -27.54290000
1.90301098 -27.54320000
1.92986442 -27.54310000
1.95671786 -27.54280000
1.98357129 -27.54300000
2.01042473 -27.54290000
2.03727817 -27.54290000
2.06413160 -27.54270000
2.09098505 -27.54290000
2.11783848 -27.54280000
2.14469191 -27.54260000
2.17154536 -27.54240000
2.19839879 -27.54260000
2.19839879 -27.54260000
2.22275525 -27.54250000
2.24711172 -27.54260000
2.27146818 -27.54280000
2.29582464 -27.54310000
2.32018111 -27.54330000
2.34453757 -27.54370000
2.36889403 -27.54410000
2.39325050 -27.54420000
2.41760696 -27.54390000
2.44196342 -27.54360000
2.46631989 -27.54320000
2.49067635 -27.54260000
2.51503281 -27.54210000
2.53938927 -27.54170000
2.56374573 -27.54100000
2.56374573 -27.54100000
2.59059917 -27.54110000
2.61745261 -27.54110000
2.64430605 -27.54100000
2.67115948 -27.54090000
2.69801292 -27.54100000
2.72486636 -27.54100000
2.75171979 -27.54090000
2.77857323 -27.54100000
2.80542667 -27.54100000
2.83228010 -27.54100000
2.85913355 -27.54090000
2.88598698 -27.54100000
2.91284042 -27.54120000
2.93969386 -27.54110000
2.96654729 -27.54130000
2.96654729 -27.54130000
2.99090375 -27.54180000
3.01526022 -27.54230000
3.03961668 -27.54280000
3.06397314 -27.54340000
3.08832961 -27.54370000
3.11268607 -27.54410000
3.13704253 -27.54440000
3.16139900 -27.54430000
3.18575546 -27.54390000
3.21011192 -27.54350000
3.23446839 -27.54320000
3.25882485 -27.54280000
3.28318131 -27.54280000
3.30753777 -27.54270000
3.33189424 -27.54280000
3.33189424 -27.54120000
3.34918092 -27.54120000
3.36646760 -27.54130000
3.38375428 -27.54120000
3.40104096 -27.54110000
3.41832765 -27.54100000
3.43561433 -27.54100000
3.45290101 -27.54100000
3.47018769 -27.54110000
3.48747437 -27.54120000
3.50476105 -27.54110000
3.52204774 -27.54110000
3.53933442 -27.54120000
3.55662110 -27.54120000
3.57390779 -27.54120000
3.59119447 -27.54130000
3.59119447 -27.54260000
3.60848115 -27.54250000
3.62576783 -27.54240000
3.64305451 -27.54250000
3.66034119 -27.54240000
3.67762788 -27.54250000
3.69491456 -27.54250000
3.71220124 -27.54250000
3.72948793 -27.54260000
3.74677461 -27.54270000
3.76406129 -27.54270000
3.78134797 -27.54270000
3.79863465 -27.54270000
3.81592133 -27.54270000
3.83320802 -27.54270000
3.85049470 -27.54260000
3.85049470 -27.54130000
3.86778138 -27.54130000
3.88506806 -27.54130000
3.90235474 -27.54130000
3.91964143 -27.54120000
3.93692811 -27.54120000
3.95421479 -27.54120000
3.97150147 -27.54110000
3.98878816 -27.54110000
4.00607484 -27.54110000
4.02336152 -27.54120000
4.04064820 -27.54110000
4.05793488 -27.54100000
4.07522156 -27.54110000
4.09250825 -27.54100000
4.10979493 -27.54100000

0.00000000 -27.54270000
0.02685343 -27.54270000
0.05370688 -27.54280000
0.08056031 -27.54290000
0.10741375 -27.54280000
0.13426719 -27.54280000
0.16112062 -27.54280000
0.18797406 -27.54250000
0.21482750 -27.54260000
0.24168093 -27.54260000
0.26853437 -27.54270000
0.29538781 -27.54280000
0.32224125 -27.54260000
0.34909468 -27.54250000
0.37594812 -27.54270000
0.40280156 -27.54260000
0.40280156 -27.54260000
0.42715802 -27.54270000
0.45151449 -27.54280000
0.47587095 -27.54290000
0.50022741 -27.54320000
0.52458387 -27.54330000
0.54894034 -27.54370000
0.57329680 -27.54410000
0.59765326 -27.54400000
0.62200972 -27.54390000
0.64636618 -27.54350000
0.67072265 -27.54320000
0.69507911 -27.54270000
0.71943557 -27.54230000
0.74379204 -27.54190000
0.76814850 -27.54130000
0.76814850 -27.54130000
0.79500194 -27.54120000
0.82185538 -27.54120000
0.84870881 -27.54100000
0.87556225 -27.54100000
0.90241569 -27.54100000
0.92926912 -27.54110000
0.95612256 -27.54120000
0.98297600 -27.54110000
1.00982944 -27.54130000
1.03668287 -27.54110000
1.06353631 -27.54110000
1.09038975 -27.54100000
1.11724318 -27.54110000
1.14409662 -27.54110000
1.17095006 -27.54120000
1.17095006 -27.54120000
1.19530652 -27.54180000
1.21966299 -27.54220000
1.24401945 -27.54270000
1.26837591 -27.54330000
1.29273238 -27.54380000
1.31708884 -27.54410000
1.34144530 -27.54440000
1.36580176 -27.54410000
1.39015822 -27.54360000
1.41451469 -27.54340000
1.43887115 -27.54320000
1.46322761 -27.54290000
1.48758407 -27.54290000
1.51194054 -27.54280000
1.53629700 -27.54270000
1.53629700 -27.54270000
1.55358368 -27.54270000
1.57087037 -27.54280000
1.58815705 -27.54280000
1.60544373 -27.54290000
1.62273041 -27.54290000
1.64001709 -27.54270000
1.65730377 -27.54260000
1.67459046 -27.54260000
1.69187714 -27.54260000
1.70916382 -27.54260000
1.72645051 -27.54260000
1.74373719 -27.54240000
1.76102387 -27.54260000
1.77831055 -27.54260000
1.79559723 -27.54280000
1.79559723 -27.54280000
1.82245067 -27.54270000
1.84930411 -27.54280000
1.87615755 -27.54290000
1.90301098 -27.54320000
1.92986442 -27.54310000
1.95671786 -27.54280000
1.98357129 -27.54300000
2.01042473 -27.54290000
2.03727817 -27.54290000
2.06413160 -27.54270000
2.09098505 -27.54290000
2.11783848 -27.54280000
2.14469191 -27.54260000
2.17154536 -27.54240000
2.19839879 -27.54260000
2.19839879 -27.54260000
2.22275525 -27.54250000
2.24711172 -27.54260000
2.27146818 -27.54280000
2.29582464 -27.54310000
2.32018111 -27.54330000
2.34453757 -27.54370000
2.36889403 -27.54410000
2.39325050 -27.54420000
2.41760696 -27.54390000
2.44196342 -27.54360000
2.46631989 -27.54320000
2.49067635 -27.54260000
2.51503281 -27.54210000
2.53938927 -27.54170000
2.56374573 -27.54100000
2.56374573 -27.54100000
2.59059917 -27.54110000
2.61745261 -27.54110000
2.64430605 -27.54100000
2.67115948 -27.54090000
2.69801292 -27.54100000
2.72486636 -27.54100000
2.75171979 -27.54090000
2.77857323 -27.54100000
2.80542667 -27.54100000
2.83228010 -27.54100000
2.85913355 -27.54090000
2.88598698 -27.54100000
2.91284042 -27.54120000
2.93969386 -27.54110000
2.96654729 -27.54130000
2.96654729 -27.54130000
2.99090375 -27.54180000
3.01526022 -27.54230000
3.03961668 -27.54280000
3.06397314 -27.54340000
3.08832961 -27.54370000
3.11268607 -27.54410000
3.13704253 -27.54440000
3.16139900 -27.54430000
3.18575546 -27.54390000
3.21011192 -27.54350000
3.23446839 -27.54320000
3.25882485 -27.54280000
3.28318131 -27.54280000
3.30753777 -27.54270000
3.33189424 -27.54280000
3.33189424 -27.54120000
3.34918092 -27.54120000
3.36646760 -27.54130000
3.38375428 -27.54120000
3.40104096 -27.54110000
3.41832765 -27.54100000
3.43561433 -27.54100000
3.45290101 -27.54100000
3.47018769 -27.54110000
3.48747437 -27.54120000
3.50476105 -27.54110000
3.52204774 -27.54110000
3.53933442 -27.54120000
3.55662110 -27.54120000
3.57390779 -27.54120000
3.59119447 -27.54130000
3.59119447 -27.54260000
3.60848115 -27.54250000
3.62576783 -27.54240000
3.64305451 -27.54250000
3.66034119 -27.54240000
3.67762788 -27.54250000
3.69491456 -27.54250000
3.71220124 -27.54250000
3.72948793 -27.54260000
3.74677461 -27.54270000
3.76406129 -27.54270000
3.78134797 -27.54270000
3.79863465 -27.54270000
3.81592133 -27.54270000
3.83320802 -27.54270000
3.85049470 -27.54260000
3.85049470 -27.54130000
3.86778138 -27.54130000
3.88506806 -27.54130000
3.90235474 -27.54130000
3.91964143 -27.54120000
3.93692811 -27.54120000
3.95421479 -27.54120000
3.97150147 -27.54110000
3.98878816 -27.54110000
4.00607484 -27.54110000
4.02336152 -27.54120000
4.04064820 -27.54110000
4.05793488 -27.54100000
4.07522156 -27.54110000
4.09250825 -27.54100000
4.10979493 -27.54100000

0.00000000 -27.53330000
0.02685343 -27.53330000
0.05370688 -27.53320000
0.08056031 -27.53310000
0.10741375 -27.53310000
0.13426719 -27.53310000
0.16112062 -27.53320000
0.18797406 -27.53300000
0.21482750 -27.53310000
0.24168093 -27.53320000
0.26853437 -27.53310000
0.29538781 -27.53310000
0.32224125 -27.53300000
0.34909468 -27.53310000
0.37594812 -27.53290000
0.40280156 -27.53280000
0.40280156 -27.53280000
0.42715802 -27.53290000
0.45151449 -27.53320000
0.47587095 -27.53350000
0.50022741 -27.53400000
0.52458387 -27.53440000
0.54894034 -27.53500000
0.57329680 -27.53550000
0.59765326 -27.53590000
0.62200972 -27.53690000
0.64636618 -27.53770000
0.67072265 -27.53840000
0.69507911 -27.53910000
0.71943557 -27.53990000
0.74379204 -27.54070000
0.76814850 -27.54110000
0.76814850 -27.54110000
0.79500194 -27.54080000
0.82185538 -27.54100000
0.84870881 -27.54100000
0.87556225 -27.54080000
0.90241569 -27.54090000
0.92926912 -27.54090000
0.95612256 -27.54070000
0.98297600 -27.54080000
1.00982944 -27.54070000
1.03668287 -27.54070000
1.06353631 -27.54100000
1.09038975 -27.54090000
1.11724318 -27.54090000
1.14409662 -27.54080000
1.17095006 -27.54110000
1.17095006 -27.54110000
1.19530652 -27.54060000
1.21966299 -27.53980000
1.24401945 -27.53910000
1.26837591 -27.53840000
1.29273238 -27.53770000
1.31708884 -27.53700000
1.34144530 -27.53620000
1.36580176 -27.53560000
1.39015822 -27.53500000
1.41451469 -27.53440000
1.43887115 -27.53430000
1.46322761 -27.53380000
1.48758407 -27.53360000
1.51194054 -27.53320000
1.53629700 -27.53330000
1.53629700 -27.53330000
1.55358368 -27.53330000
1.57087037 -27.53330000
1.58815705 -27.53310000
1.60544373 -27.53310000
1.62273041 -27.53320000
1.64001709 -27.53320000
1.65730377 -27.53330000
1.67459046 -27.53320000
1.69187714 -27.53320000
1.70916382 -27.53330000
1.72645051 -27.53310000
1.74373719 -27.53310000
1.76102387 -27.53310000
1.77831055 -27.53310000
1.79559723 -27.53300000
1.79559723 -27.53300000
1.82245067 -27.53300000
1.84930411 -27.53310000
1.87615755 -27.53320000
1.90301098 -27.53310000
1.92986442 -27.53310000
1.95671786 -27.53300000
1.98357129 -27.53320000
2.01042473 -27.53310000
2.03727817 -27.53320000
2.06413160 -27.53310000
2.09098505 -27.53320000
2.11783848 -27.53320000
2.14469191 -27.53320000
2.17154536 -27.53320000
2.19839879 -27.53330000
2.19839879 -27.53330000
2.22275525 -27.53320000
2.24711172 -27.53330000
2.27146818 -27.53350000
2.29582464 -27.53370000
2.32018111 -27.53430000
2.34453757 -27.53480000
2.36889403 -27.53540000
2.39325050 -27.53630000
2.41760696 -27.53700000
2.44196342 -27.53770000
2.46631989 -27.53840000
2.49067635 -27.53900000
2.51503281 -27.53960000
2.53938927 -27.54040000
2.56374573 -27.54100000
2.56374573 -27.54100000
2.59059917 -27.54110000
2.61745261 -27.54110000
2.64430605 -27.54100000
2.67115948 -27.54090000
2.69801292 -27.54100000
2.72486636 -27.54100000
2.75171979 -27.54090000
2.77857323 -27.54100000
2.80542667 -27.54100000
2.83228010 -27.54100000
2.85913355 -27.54090000
2.88598698 -27.54100000
2.91284042 -27.54120000
2.93969386 -27.54110000
2.96654729 -27.54130000
2.96654729 -27.54130000
2.99090375 -27.54050000
3.01526022 -27.53980000
3.03961668 -27.53900000
3.06397314 -27.53830000
3.08832961 -27.53750000
3.11268607 -27.53690000
3.13704253 -27.53620000
3.16139900 -27.53560000
3.18575546 -27.53500000
3.21011192 -27.53430000
3.23446839 -27.53380000
3.25882485 -27.53350000
3.28318131 -27.53340000
3.30753777 -27.53300000
3.33189424 -27.53300000
3.33189424 -27.54110000
3.34918092 -27.54110000
3.36646760 -27.54110000
3.38375428 -27.54100000
3.40104096 -27.54100000
3.41832765 -27.54090000
3.43561433 -27.54090000
3.45290101 -27.54100000
3.47018769 -27.54110000
3.48747437 -27.54110000
3.50476105 -27.54100000
3.52204774 -27.54100000
3.53933442 -27.54110000
3.55662110 -27.54110000
3.57390779 -27.54120000
3.59119447 -27.54130000
3.59119447 -27.53330000
3.60848115 -27.53320000
3.62576783 -27.53320000
3.64305451 -27.53310000
3.66034119 -27.53300000
3.67762788 -27.53300000
3.69491456 -27.53300000
3.71220124 -27.53300000
3.72948793 -27.53310000
3.74677461 -27.53310000
3.76406129 -27.53290000
3.78134797 -27.53290000
3.79863465 -27.53290000
3.81592133 -27.53290000
3.83320802 -27.53270000
3.85049470 -27.53280000
3.85049470 -27.54110000
3.86778138 -27.54110000
3.88506806 -27.54100000
3.90235474 -27.54100000
3.91964143 -27.54090000
3.93692811 -27.54090000
3.95421479 -27.54100000
3.97150147 -27.54090000
3.98878816 -27.54100000
4.00607484 -27.54090000
4.02336152 -27.54090000
4.04064820 -27.54090000
4.05793488 -27.54100000
4.07522156 -27.54110000
4.09250825 -27.54100000
4.10979493 -27.54100000

0.00000000 -27.53280000
0.02685343 -27.53310000
0.05370688 -27.53310000
0.08056031 -27.53310000
0.10741375 -27.53300000
0.13426719 -27.53300000
0.16112062 -27.53300000
0.18797406 -27.53300000
0.21482750 -27.53300000
0.24168093 -27.53300000
0.26853437 -27.53300000
0.29538781 -27.53290000
0.32224125 -27.53270000
0.34909468 -27.53300000
0.37594812 -27.53290000
0.40280156 -27.53280000
0.40280156 -27.53280000
0.42715802 -27.53290000
0.45151449 -27.53320000
0.47587095 -27.53350000
0.50022741 -27.53400000
0.52458387 -27.53440000
0.54894034 -27.53500000
0.57329680 -27.53550000
0.59765326 -27.53590000
0.62200972 -27.53690000
0.64636618 -27.53770000
0.67072265 -27.53840000
0.69507911 -27.53910000
0.71943557 -27.53990000
0.74379204 -27.54070000
0.76814850 -27.54110000
0.76814850 -27.54110000
0.79500194 -27.54080000
0.82185538 -27.54100000
0.84870881 -27.54100000
0.87556225 -27.54080000
0.90241569 -27.54090000
0.92926912 -27.54090000
0.95612256 -27.54070000
0.98297600 -27.54080000
1.00982944 -27.54070000
1.03668287 -27.54070000
1.06353631 -27.54100000
1.09038975 -27.54090000
1.11724318 -27.54090000
1.14409662 -27.54080000
1.17095006 -27.54110000
1.17095006 -27.54110000
1.19530652 -27.54050000
1.21966299 -27.53970000
1.24401945 -27.53900000
1.26837591 -27.53830000
1.29273238 -27.53770000
1.31708884 -27.53660000
1.34144530 -27.53610000
1.36580176 -27.53550000
1.39015822 -27.53480000
1.41451469 -27.53440000
1.43887115 -27.53380000
1.46322761 -27.53340000
1.48758407 -27.53310000
1.51194054 -27.53310000
1.53629700 -27.53280000
1.53629700 -27.53280000
1.55358368 -27.53300000
1.57087037 -27.53300000
1.58815705 -27.53300000
1.60544373 -27.53290000
1.62273041 -27.53320000
1.64001709 -27.53320000
1.65730377 -27.53300000
1.67459046 -27.53310000
1.69187714 -27.53300000
1.70916382 -27.53310000
1.72645051 -27.53300000
1.74373719 -27.53300000
1.76102387 -27.53300000
1.77831055 -27.53290000
1.79559723 -27.53300000
1.79559723 -27.53300000
1.82245067 -27.53300000
1.84930411 -27.53310000
1.87615755 -27.53320000
1.90301098 -27.53310000
1.92986442 -27.53310000
1.95671786 -27.53300000
1.98357129 -27.53320000
2.01042473 -27.53310000
2.03727817 -27.53320000
2.06413160 -27.53310000
2.09098505 -27.53320000
2.11783848 -27.53320000
2.14469191 -27.53320000
2.17154536 -27.53320000
2.19839879 -27.53330000
2.19839879 -27.53330000
2.22275525 -27.53320000
2.24711172 -27.53330000
2.27146818 -27.53350000
2.29582464 -27.53370000
2.32018111 -27.53430000
2.34453757 -27.53480000
2.36889403 -27.53540000
2.39325050 -27.53630000
2.41760696 -27.53700000
2.44196342 -27.53770000
2.46631989 -27.53840000
2.49067635 -27.53900000
2.51503281 -27.53960000
2.53938927 -27.54040000
2.56374573 -27.54100000
2.56374573 -27.54100000
2.59059917 -27.54110000
2.61745261 -27.54110000
2.64430605 -27.54100000
2.67115948 -27.54090000
2.69801292 -27.54100000
2.72486636 -27.54100000
2.75171979 -27.54090000
2.77857323 -27.54100000
2.80542667 -27.54100000
2.83228010 -27.54100000
2.85913355 -27.54090000
2.88598698 -27.54100000
2.91284042 -27.54120000
2.93969386 -27.54110000
2.96654729 -27.54130000
2.96654729 -27.54130000
2.99090375 -27.54050000
3.01526022 -27.53980000
3.03961668 -27.53900000
3.06397314 -27.53830000
3.08832961 -27.53750000
3.11268607 -27.53690000
3.13704253 -27.53620000
3.16139900 -27.53560000
3.18575546 -27.53500000
3.21011192 -27.53430000
3.23446839 -27.53380000
3.25882485 -27.53350000
3.28318131 -27.53340000
3.30753777 -27.53300000
3.33189424 -27.53300000
3.33189424 -27.54110000
3.34918092 -27.54110000
3.36646760 -27.54110000
3.38375428 -27.54100000
3.40104096 -27.54100000
3.41832765 -27.54090000
3.43561433 -27.54090000
3.45290101 -27.54100000
3.47018769 -27.54110000
3.48747437 -27.54110000
3.50476105 -27.54100000
3.52204774 -27.54100000
3.53933442 -27.54110000
3.55662110 -27.54110000
3.57390779 -27.54120000
3.59119447 -27.54130000
3.59119447 -27.53330000
3.60848115 -27.53320000
3.62576783 -27.53320000
3.64305451 -27.53310000
3.66034119 -27.53300000
3.67762788 -27.53300000
3.69491456 -27.53300000
3.71220124 -27.53300000
3.72948793 -27.53310000
3.74677461 -27.53310000
3.76406129 -27.53290000
3.78134797 -27.53290000
3.79863465 -27.53290000
3.81592133 -27.53290000
3.83320802 -27.53270000
3.85049470 -27.53280000
3.85049470 -27.54110000
3.86778138 -27.54110000
3.88506806 -27.54100000
3.90235474 -27.54100000
3.91964143 -27.54090000
3.93692811 -27.54090000
3.95421479 -27.54100000
3.97150147 -27.54090000
3.98878816 -27.54100000
4.00607484 -27.54090000
4.02336152 -27.54090000
4.04064820 -27.54090000
4.05793488 -27.54100000
4.07522156 -27.54110000
4.09250825 -27.54100000
4.10979493 -27.54100000

0.00000000 -16.86610000
0.02685343 -16.86570000
0.05370688 -16.86430000
0.08056031 -16.86190000
0.10741375 -16.85860000
0.13426719 -16.85440000
0.16112062 -16.84940000
0.18797406 -16.84350000
0.21482750 -16.83690000
0.24168093 -16.82950000
0.26853437 -16.82140000
0.29538781 -16.81270000
0.32224125 -16.80350000
0.34909468 -16.79380000
0.37594812 -16.78370000
0.40280156 -16.77330000
0.40280156 -16.77330000
0.42715802 -16.77240000
0.45151449 -16.76940000
0.47587095 -16.76460000
0.50022741 -16.75790000
0.52458387 -16.74950000
0.54894034 -16.73940000
0.57329680 -16.72790000
0.59765326 -16.71510000
0.62200972 -16.70130000
0.64636618 -16.68680000
0.67072265 -16.67200000
0.69507911 -16.65720000
0.71943557 -16.64280000
0.74379204 -16.62940000
0.76814850 -16.62090000
0.76814850 -16.62090000
0.79500194 -16.62310000
0.82185538 -16.62720000
0.84870881 -16.63150000
0.87556225 -16.63560000
0.90241569 -16.63910000
0.92926912 -16.64220000
0.95612256 -16.64480000
0.98297600 -16.64690000
1.00982944 -16.64850000
1.03668287 -16.64980000
1.06353631 -16.65070000
1.09038975 -16.65130000
1.11724318 -16.65170000
1.14409662 -16.65190000
1.17095006 -16.65200000
1.17095006 -16.65200000
1.19530652 -16.67240000
1.21966299 -16.69360000
1.24401945 -16.71500000
1.26837591 -16.73600000
1.29273238 -16.75640000
1.31708884 -16.77560000
1.34144530 -16.79360000
1.36580176 -16.80990000
1.39015822 -16.82430000
1.41451469 -16.83690000
1.43887115 -16.84730000
1.46322761 -16.85550000
1.48758407 -16.86140000
1.51194054 -16.86500000
1.53629700 -16.86610000
1.53629700 -16.86610000
1.55358368 -16.86600000
1.57087037 -16.86530000
1.58815705 -16.86430000
1.60544373 -16.86290000
1.62273041 -16.86100000
1.64001709 -16.85880000
1.65730377 -16.85610000
1.67459046 -16.85310000
1.69187714 -16.84970000
1.70916382 -16.84600000
1.72645051 -16.84190000
1.74373719 -16.83750000
1.76102387 -16.83280000
