#k-distance eigenvalue[eV]
0.87556225 -2.46200000
0.90241569 -2.46630000
0.92926912 -2.46910000
0.95612256 -2.47680000
0.98297600 -2.47860000
1.00982944 -2.47550000
1.03668287 -2.49760000
1.06353631 -2.53990000
1.09038975 -2.57690000
1.11724318 -2.60260000
1.14409662 -2.61690000
1.17095006 -2.62150000
1.17095006 -2.62150000
1.19530652 -2.58840000
1.21966299 -2.54100000
1.24401945 -2.48550000
1.26837591 -2.45260000
1.29273238 -2.43870000
1.31708884 -2.40540000
1.34144530 -2.42130000
1.36580176 -2.44950000
1.39015822 -2.48510000
1.41451469 -2.52600000
1.43887115 -2.53430000
1.46322761 -2.52380000
1.48758407 -2.53410000
1.51194054 -2.52110000
1.53629700 -2.51650000
1.53629700 -2.51650000
1.55358368 -2.52280000
1.57087037 -2.52360000
1.58815705 -2.49960000
1.60544373 -2.47260000
1.62273041 -2.45640000
1.64001709 -2.45960000
1.65730377 -2.41300000
1.67459046 -2.41970000
1.69187714 -2.45040000
1.70916382 -2.44070000
1.72645051 -2.43850000
1.74373719 -2.44190000
1.76102387 -2.44870000
1.77831055 -2.45740000
1.79559723 -2.46700000
1.79559723 -2.46700000
1.82245067 -2.48290000
1.84930411 -2.52320000
1.87615755 -2.51090000
1.90301098 -2.48960000
1.92986442 -2.46250000
1.95671786 -2.42990000
1.98357129 -2.40670000
2.01042473 -2.43660000
2.03727817 -2.45400000
2.06413160 -2.45810000
2.09098505 -2.45180000
2.11783848 -2.43960000
2.14469191 -2.42640000
2.17154536 -2.41650000
2.19839879 -2.41300000
2.19839879 -2.41300000
2.22275525 -2.41110000
2.24711172 -2.40570000
2.27146818 -2.39770000
2.29582464 -2.38830000
2.32018111 -2.37810000
2.34453757 -2.36790000
2.36889403 -2.35850000
2.39325050 -2.35070000
2.41760696 -2.34510000
2.44196342 -2.34220000
2.46631989 -2.34200000
2.49067635 -2.34510000
2.51503281 -2.35350000
2.53938927 -2.37090000
2.56374573 -2.39450000
2.56374573 -2.39450000
2.59059917 -2.40090000
2.61745261 -2.41390000
2.64430605 -2.42730000
2.67115948 -2.43980000
2.69801292 -2.45170000
2.72486636 -2.46380000
2.75171979 -2.47600000
2.77857323 -2.48690000
2.80542667 -2.49550000
2.83228010 -2.50140000
2.85913355 -2.50530000
2.88598698 -2.50870000
2.91284042 -2.51220000
2.93969386 -2.51520000
2.96654729 -2.51650000
2.96654729 -2.51650000
2.99090375 -2.44470000
3.01526022 -2.39620000
3.03961668 -2.40250000
3.06397314 -2.42340000
3.08832961 -2.44520000
3.11268607 -2.46570000
3.13704253 -2.48310000
3.16139900 -2.49580000
3.18575546 -2.50170000
3.21011192 -2.49890000
3.23446839 -2.49000000
3.25882485 -2.48030000
3.28318131 -2.47270000
3.30753777 -2.46830000
3.33189424 -2.46700000
3.33189424 -2.62150000
3.34918092 -2.62240000
3.36646760 -2.62510000
3.38375428 -2.62910000
3.40104096 -2.63430000
3.41832765 -2.63050000
3.43561433 -2.61900000
3.45290101 -2.60430000
3.47018769 -2.58630000
3.48747437 -2.56560000
3.50476105 -2.54300000
3.52204774 -2.52080000
3.53933442 -2.50290000
3.55662110 -2.49490000
3.57390779 -2.50030000
3.59119447 -2.51650000
3.59119447 -2.41300000
3.60848115 -2.41290000
3.62576783 -2.41310000
3.64305451 -2.41540000
3.66034119 -2.42100000
3.67762788 -2.43080000
3.69491456 -2.44420000
3.71220124 -2.46080000
3.72948793 -2.47990000
3.74677461 -2.50110000
3.76406129 -2.52420000
3.78134797 -2.54880000
3.79863465 -2.57500000
3.81592133 -2.60220000
3.83320802 -2.61730000
3.85049470 -2.61760000
3.85049470 -2.46860000
3.86778138 -2.46810000
3.88506806 -2.46660000
3.90235474 -2.46430000
3.91964143 -2.46110000
3.93692811 -2.45720000
3.95421479 -2.45250000
3.97150147 -2.44690000
3.98878816 -2.44010000
4.00607484 -2.43190000
4.02336152 -2.42210000
4.04064820 -2.41110000
4.05793488 -2.40020000
4.07522156 -2.39200000
4.09250825 -2.39010000
4.10979493 -2.39450000

0.00000000 -2.46750000
0.02685343 -2.46860000
0.05370688 -2.47180000
0.08056031 -2.47180000
0.10741375 -2.48450000
0.13426719 -2.49400000
0.16112062 -2.50550000
0.18797406 -2.51850000
0.21482750 -2.53210000
0.24168093 -2.49100000
0.26853437 -2.44550000
0.29538781 -2.43990000
0.32224125 -2.40600000
0.34909468 -2.37870000
0.37594812 -2.36050000
0.40280156 -2.35160000
0.40280156 -2.35160000
0.42715802 -2.35280000
0.45151449 -2.35520000
0.47587095 -2.35580000
0.50022741 -2.35110000
0.52458387 -2.33850000
0.54894034 -2.31950000
0.57329680 -2.29720000
0.59765326 -2.27900000
0.62200972 -2.31290000
0.64636618 -2.35470000
0.67072265 -2.38560000
0.69507911 -2.40530000
0.71943557 -2.41730000
0.74379204 -2.42590000
0.76814850 -2.43010000
0.76814850 -2.43010000
0.79500194 -2.43290000
0.82185538 -2.44030000
0.84870881 -2.44830000
0.87556225 -2.44020000
0.90241569 -2.42270000
0.92926912 -2.41540000
0.95612256 -2.42010000
0.98297600 -2.42950000
1.00982944 -2.45390000
1.03668287 -2.46230000
1.06353631 -2.44990000
1.09038975 -2.43320000
1.11724318 -2.41410000
1.14409662 -2.39620000
1.17095006 -2.38760000
1.17095006 -2.38760000
1.19530652 -2.38970000
1.21966299 -2.39650000
1.24401945 -2.41480000
1.26837591 -2.42610000
1.29273238 -2.37590000
1.31708884 -2.37370000
1.34144530 -2.35800000
1.36580176 -2.35610000
1.39015822 -2.38650000
1.41451469 -2.42800000
1.43887115 -2.47500000
1.46322761 -2.51190000
1.48758407 -2.48970000
1.51194054 -2.47340000
1.53629700 -2.46750000
1.53629700 -2.46750000
1.55358368 -2.46500000
1.57087037 -2.46030000
1.58815705 -2.45660000
1.60544373 -2.45520000
1.62273041 -2.44460000
1.64001709 -2.41670000
1.65730377 -2.38930000
1.67459046 -2.36220000
1.69187714 -2.33500000
1.70916382 -2.30760000
1.72645051 -2.28030000
1.74373719 -2.25410000
1.76102387 -2.23030000
1.77831055 -2.21130000
1.79559723 -2.20070000
1.79559723 -2.20070000
1.82245067 -2.19870000
1.84930411 -2.20850000
1.87615755 -2.23830000
1.90301098 -2.27870000
1.92986442 -2.32320000
1.95671786 -2.36740000
1.98357129 -2.39330000
2.01042473 -2.35430000
2.03727817 -2.31510000
2.06413160 -2.27710000
2.09098505 -2.24250000
2.11783848 -2.21310000
2.14469191 -2.22320000
2.17154536 -2.24600000
2.19839879 -2.25450000
2.19839879 -2.25450000
2.22275525 -2.25590000
2.24711172 -2.25950000
2.27146818 -2.26460000
2.29582464 -2.27010000
2.32018111 -2.27540000
2.34453757 -2.28080000
2.36889403 -2.28690000
2.39325050 -2.29500000
2.41760696 -2.30550000
2.44196342 -2.31810000
2.46631989 -2.33090000
2.49067635 -2.34110000
2.51503281 -2.34660000
2.53938927 -2.34720000
2.56374573 -2.34350000
2.56374573 -2.34350000
2.59059917 -2.33700000
2.61745261 -2.32420000
2.64430605 -2.31330000
2.67115948 -2.30790000
2.69801292 -2.30840000
2.72486636 -2.31170000
2.75171979 -2.31460000
2.77857323 -2.31590000
2.80542667 -2.31600000
2.83228010 -2.31550000
2.85913355 -2.31510000
2.88598698 -2.31480000
2.91284042 -2.31440000
2.93969386 -2.31400000
2.96654729 -2.31380000
2.96654729 -2.31380000
2.99090375 -2.33240000
3.01526022 -2.33100000
3.03961668 -2.28830000
3.06397314 -2.25890000
3.08832961 -2.24140000
3.11268607 -2.22590000
3.13704253 -2.21040000
3.16139900 -2.19480000
3.18575546 -2.18180000
3.21011192 -2.17550000
3.23446839 -2.17630000
3.25882485 -2.18190000
3.28318131 -2.19040000
3.30753777 -2.19780000
3.33189424 -2.20070000
3.33189424 -2.38760000
3.34918092 -2.38580000
3.36646760 -2.38060000
3.38375428 -2.37260000
3.40104096 -2.36280000
3.41832765 -2.35210000
3.43561433 -2.34210000
3.45290101 -2.33420000
3.47018769 -2.33000000
3.48747437 -2.33070000
3.50476105 -2.33620000
3.52204774 -2.34450000
3.53933442 -2.35110000
3.55662110 -2.34970000
3.57390779 -2.33640000
3.59119447 -2.31380000
3.59119447 -2.25450000
3.60848115 -2.25450000
3.62576783 -2.25400000
3.64305451 -2.25210000
3.66034119 -2.24810000
3.67762788 -2.24210000
3.69491456 -2.24920000
3.71220124 -2.26780000
3.72948793 -2.28560000
3.74677461 -2.30210000
3.76406129 -2.31680000
3.78134797 -2.32910000
3.79863465 -2.33890000
3.81592133 -2.34600000
3.83320802 -2.35020000
3.85049470 -2.35160000
3.85049470 -2.43010000
3.86778138 -2.42800000
3.88506806 -2.42190000
3.90235474 -2.41270000
3.91964143 -2.40140000
3.93692811 -2.38880000
3.95421479 -2.37580000
3.97150147 -2.36310000
3.98878816 -2.35140000
4.00607484 -2.34130000
4.02336152 -2.33370000
4.04064820 -2.33980000
4.05793488 -2.34810000
4.07522156 -2.35230000
4.09250825 -2.35030000
4.10979493 -2.34350000

0.00000000 -2.39750000
0.02685343 -2.40700000
0.05370688 -2.43320000
0.08056031 -2.44300000
0.10741375 -2.40440000
0.13426719 -2.37900000
0.16112062 -2.36930000
0.18797406 -2.37290000
0.21482750 -2.38660000
0.24168093 -2.40820000
0.26853437 -2.43620000
0.29538781 -2.39870000
0.32224125 -2.35100000
0.34909468 -2.35020000
0.37594812 -2.34980000
0.40280156 -2.35160000
0.40280156 -2.35160000
0.42715802 -2.35280000
0.45151449 -2.35520000
0.47587095 -2.35580000
0.50022741 -2.35110000
0.52458387 -2.33850000
0.54894034 -2.31950000
0.57329680 -2.29720000
0.59765326 -2.27900000
0.62200972 -2.31290000
0.64636618 -2.35470000
0.67072265 -2.38560000
0.69507911 -2.40530000
0.71943557 -2.41730000
0.74379204 -2.42590000
0.76814850 -2.43010000
0.76814850 -2.43010000
0.79500194 -2.43290000
0.82185538 -2.44030000
0.84870881 -2.44830000
0.87556225 -2.44020000
0.90241569 -2.42260000
0.92926912 -2.41530000
0.95612256 -2.42010000
0.98297600 -2.42950000
1.00982944 -2.45390000
1.03668287 -2.46230000
1.06353631 -2.44990000
1.09038975 -2.43320000
1.11724318 -2.41410000
1.14409662 -2.39610000
1.17095006 -2.38760000
1.17095006 -2.38760000
1.19530652 -2.38700000
1.21966299 -2.38640000
1.24401945 -2.38480000
1.26837591 -2.38150000
1.29273238 -2.37500000
1.31708884 -2.36800000
1.34144530 -2.34900000
1.36580176 -2.35400000
1.39015822 -2.36370000
1.41451469 -2.37190000
1.43887115 -2.38020000
1.46322761 -2.38750000
1.48758407 -2.39310000
1.51194054 -2.39650000
1.53629700 -2.39750000
1.53629700 -2.39750000
1.55358368 -2.39680000
1.57087037 -2.39440000
1.58815705 -2.38970000
1.60544373 -2.38200000
1.62273041 -2.37030000
1.64001709 -2.35670000
1.65730377 -2.38830000
1.67459046 -2.35480000
1.69187714 -2.30140000
1.70916382 -2.26510000
1.72645051 -2.24360000
1.74373719 -2.22530000
1.76102387 -2.21010000
1.77831055 -2.20080000
1.79559723 -2.20070000
1.79559723 -2.20070000
1.82245067 -2.19870000
1.84930411 -2.20850000
1.87615755 -2.23830000
1.90301098 -2.27870000
1.92986442 -2.32320000
1.95671786 -2.36740000
1.98357129 -2.39330000
2.01042473 -2.35430000
2.03727817 -2.31510000
2.06413160 -2.27710000
2.09098505 -2.24250000
2.11783848 -2.21310000
2.14469191 -2.22320000
2.17154536 -2.24600000
2.19839879 -2.25450000
2.19839879 -2.25450000
2.22275525 -2.25590000
2.24711172 -2.25950000
2.27146818 -2.26460000
2.29582464 -2.27010000
2.32018111 -2.27540000
2.34453757 -2.28080000
2.36889403 -2.28690000
2.39325050 -2.29500000
2.41760696 -2.30550000
2.44196342 -2.31810000
2.46631989 -2.33090000
2.49067635 -2.34110000
2.51503281 -2.34660000
2.53938927 -2.34720000
2.56374573 -2.34350000
2.56374573 -2.34350000
2.59059917 -2.33700000
2.61745261 -2.32420000
2.64430605 -2.31330000
2.67115948 -2.30790000
2.69801292 -2.30840000
2.72486636 -2.31170000
2.75171979 -2.31460000
2.77857323 -2.31590000
2.80542667 -2.31600000
2.83228010 -2.31550000
2.85913355 -2.31510000
2.88598698 -2.31480000
2.91284042 -2.31440000
2.93969386 -2.31400000
2.96654729 -2.31380000
2.96654729 -2.31380000
2.99090375 -2.33240000
3.01526022 -2.33100000
3.03961668 -2.28830000
3.06397314 -2.25890000
3.08832961 -2.24140000
3.11268607 -2.22590000
3.13704253 -2.21040000
3.16139900 -2.19480000
3.18575546 -2.18180000
3.21011192 -2.17550000
3.23446839 -2.17630000
3.25882485 -2.18190000
3.28318131 -2.19040000
3.30753777 -2.19780000
3.33189424 -2.20070000
3.33189424 -2.38760000
3.34918092 -2.38580000
3.36646760 -2.38060000
3.38375428 -2.37260000
3.40104096 -2.36280000
3.41832765 -2.35210000
3.43561433 -2.34210000
3.45290101 -2.33410000
3.47018769 -2.33000000
3.48747437 -2.33070000
3.50476105 -2.33620000
3.52204774 -2.34450000
3.53933442 -2.35110000
3.55662110 -2.34960000
3.57390779 -2.33640000
3.59119447 -2.31380000
3.59119447 -2.25450000
3.60848115 -2.25450000
3.62576783 -2.25400000
3.64305451 -2.25210000
3.66034119 -2.24810000
3.67762788 -2.24210000
3.69491456 -2.24920000
3.71220124 -2.26780000
3.72948793 -2.28560000
3.74677461 -2.30210000
3.76406129 -2.31680000
3.78134797 -2.32910000
3.79863465 -2.33890000
3.81592133 -2.34600000
3.83320802 -2.35020000
3.85049470 -2.35160000
3.85049470 -2.43010000
3.86778138 -2.42800000
3.88506806 -2.42190000
3.90235474 -2.41270000
3.91964143 -2.40140000
3.93692811 -2.38880000
3.95421479 -2.37580000
3.97150147 -2.36310000
3.98878816 -2.35140000
4.00607484 -2.34130000
4.02336152 -2.33370000
4.04064820 -2.33980000
4.05793488 -2.34810000
4.07522156 -2.35230000
4.09250825 -2.35030000
4.10979493 -2.34350000

0.00000000 -2.30630000
0.02685343 -2.29990000
0.05370688 -2.28220000
0.08056031 -2.25560000
0.10741375 -2.23470000
0.13426719 -2.24700000
0.16112062 -2.26240000
0.18797406 -2.27980000
0.21482750 -2.29800000
0.24168093 -2.31550000
0.26853437 -2.33080000
0.29538781 -2.34220000
0.32224125 -2.34850000
0.34909468 -2.30230000
0.37594812 -2.25230000
0.40280156 -2.20160000
0.40280156 -2.20160000
0.42715802 -2.19930000
0.45151449 -2.19290000
0.47587095 -2.18410000
0.50022741 -2.17520000
0.52458387 -2.16980000
0.54894034 -2.17640000
0.57329680 -2.20830000
0.59765326 -2.25350000
0.62200972 -2.24860000
0.64636618 -2.23030000
0.67072265 -2.21480000
0.69507911 -2.20380000
0.71943557 -2.19850000
0.74379204 -2.19800000
0.76814850 -2.19830000
0.76814850 -2.19830000
0.79500194 -2.20940000
0.82185538 -2.23390000
0.84870881 -2.26550000
0.87556225 -2.30090000
0.90241569 -2.33310000
0.92926912 -2.34620000
0.95612256 -2.34080000
0.98297600 -2.33680000
1.00982944 -2.32980000
1.03668287 -2.31900000
1.06353631 -2.31020000
1.09038975 -2.30760000
1.11724318 -2.31240000
1.14409662 -2.32200000
1.17095006 -2.32790000
1.17095006 -2.32790000
1.19530652 -2.33520000
1.21966299 -2.34330000
1.24401945 -2.35250000
1.26837591 -2.36300000
1.29273238 -2.36840000
1.31708884 -2.34160000
1.34144530 -2.33370000
1.36580176 -2.34670000
1.39015822 -2.33540000
1.41451469 -2.32530000
1.43887115 -2.31760000
1.46322761 -2.31230000
1.48758407 -2.30900000
1.51194054 -2.30700000
1.53629700 -2.30630000
1.53629700 -2.30630000
1.55358368 -2.30450000
1.57087037 -2.29900000
1.58815705 -2.29020000
1.60544373 -2.29500000
1.62273041 -2.32540000
1.64001709 -2.35380000
1.65730377 -2.33240000
1.67459046 -2.30710000
1.69187714 -2.27960000
1.70916382 -2.25160000
1.72645051 -2.22490000
1.74373719 -2.20090000
1.76102387 -2.18060000
1.77831055 -2.16370000
1.79559723 -2.14860000
1.79559723 -2.14860000
1.82245067 -2.15050000
1.84930411 -2.14410000
1.87615755 -2.12490000
1.90301098 -2.10130000
1.92986442 -2.07800000
1.95671786 -2.06050000
1.98357129 -2.05760000
2.01042473 -2.07080000
2.03727817 -2.09440000
2.06413160 -2.12410000
2.09098505 -2.15750000
2.11783848 -2.19180000
2.14469191 -2.19110000
2.17154536 -2.17760000
2.19839879 -2.17320000
2.19839879 -2.17320000
2.22275525 -2.18040000
2.24711172 -2.19870000
2.27146818 -2.22130000
2.29582464 -2.24310000
2.32018111 -2.26100000
2.34453757 -2.27380000
2.36889403 -2.28150000
2.39325050 -2.28500000
2.41760696 -2.28630000
2.44196342 -2.28850000
2.46631989 -2.29510000
2.49067635 -2.30780000
2.51503281 -2.32390000
2.53938927 -2.33640000
2.56374573 -2.34350000
2.56374573 -2.34350000
2.59059917 -2.33690000
2.61745261 -2.32420000
2.64430605 -2.31320000
2.67115948 -2.30790000
2.69801292 -2.30840000
2.72486636 -2.31170000
2.75171979 -2.31460000
2.77857323 -2.31590000
2.80542667 -2.31600000
2.83228010 -2.31550000
2.85913355 -2.31510000
2.88598698 -2.31470000
2.91284042 -2.31440000
2.93969386 -2.31390000
2.96654729 -2.31380000
2.96654729 -2.31380000
2.99090375 -2.29370000
3.01526022 -2.27380000
3.03961668 -2.24940000
3.06397314 -2.21300000
3.08832961 -2.18400000
3.11268607 -2.16910000
3.13704253 -2.16120000
3.16139900 -2.15580000
3.18575546 -2.14890000
3.21011192 -2.13580000
3.23446839 -2.11990000
3.25882485 -2.12680000
3.28318131 -2.13970000
3.30753777 -2.14650000
3.33189424 -2.14860000
3.33189424 -2.32790000
3.34918092 -2.32640000
3.36646760 -2.32190000
3.38375428 -2.31440000
3.40104096 -2.30430000
3.41832765 -2.29190000
3.43561433 -2.27780000
3.45290101 -2.26290000
3.47018769 -2.24830000
3.48747437 -2.23610000
3.50476105 -2.22880000
3.52204774 -2.22990000
3.53933442 -2.24140000
3.55662110 -2.26190000
3.57390779 -2.28750000
3.59119447 -2.31380000
3.59119447 -2.17320000
3.60848115 -2.17600000
3.62576783 -2.18430000
3.64305451 -2.19690000
3.66034119 -2.21270000
3.67762788 -2.23060000
3.69491456 -2.23460000
3.71220124 -2.22690000
3.72948793 -2.21970000
3.74677461 -2.21360000
3.76406129 -2.20900000
3.78134797 -2.20570000
3.79863465 -2.20360000
3.81592133 -2.20240000
3.83320802 -2.20180000
3.85049470 -2.20160000
3.85049470 -2.19830000
3.86778138 -2.19720000
3.88506806 -2.19400000
3.90235474 -2.19980000
3.91964143 -2.21960000
3.93692811 -2.24050000
3.95421479 -2.26140000
3.97150147 -2.28120000
3.98878816 -2.29930000
4.00607484 -2.31520000
4.02336152 -2.32870000
4.04064820 -2.32920000
4.05793488 -2.32820000
4.07522156 -2.33060000
4.09250825 -2.33620000
4.10979493 -2.34350000

0.00000000 -2.21720000
0.02685343 -2.21800000
0.05370688 -2.22060000
0.08056031 -2.22590000
0.10741375 -2.22010000
0.13426719 -2.17490000
0.16112062 -2.12410000
0.18797406 -2.09930000
0.21482750 -2.10110000
0.24168093 -2.10120000
0.26853437 -2.09540000
0.29538781 -2.08010000
0.32224125 -2.06580000
0.34909468 -2.10600000
0.37594812 -2.15220000
0.40280156 -2.20160000
0.40280156 -2.20160000
0.42715802 -2.19930000
0.45151449 -2.19290000
0.47587095 -2.18410000
0.50022741 -2.17520000
0.52458387 -2.16980000
0.54894034 -2.17640000
0.57329680 -2.20830000
0.59765326 -2.25350000
0.62200972 -2.24860000
0.64636618 -2.23030000
0.67072265 -2.21480000
0.69507911 -2.20380000
0.71943557 -2.19850000
0.74379204 -2.19800000
0.76814850 -2.19830000
0.76814850 -2.19830000
0.79500194 -2.20930000
0.82185538 -2.23380000
0.84870881 -2.26550000
0.87556225 -2.30090000
0.90241569 -2.33310000
0.92926912 -2.34610000
0.95612256 -2.34080000
0.98297600 -2.33680000
1.00982944 -2.32980000
1.03668287 -2.31900000
1.06353631 -2.31020000
1.09038975 -2.30760000
1.11724318 -2.31240000
1.14409662 -2.32200000
1.17095006 -2.32790000
1.17095006 -2.32790000
1.19530652 -2.32160000
1.21966299 -2.31610000
1.24401945 -2.31150000
1.26837591 -2.31230000
1.29273238 -2.33150000
1.31708884 -2.33080000
1.34144530 -2.33350000
1.36580176 -2.29370000
1.39015822 -2.25890000
1.41451469 -2.23600000
1.43887115 -2.23260000
1.46322761 -2.22820000
1.48758407 -2.22320000
1.51194054 -2.21900000
1.53629700 -2.21720000
1.53629700 -2.21720000
1.55358368 -2.22410000
1.57087037 -2.24200000
1.58815705 -2.26670000
1.60544373 -2.27830000
1.62273041 -2.26360000
1.64001709 -2.24650000
1.65730377 -2.24610000
1.67459046 -2.24960000
1.69187714 -2.24280000
1.70916382 -2.21600000
1.72645051 -2.17680000
1.74373719 -2.14560000
1.76102387 -2.13220000
1.77831055 -2.13610000
1.79559723 -2.14860000
1.79559723 -2.14860000
1.82245067 -2.15050000
1.84930411 -2.14410000
1.87615755 -2.12490000
1.90301098 -2.10130000
1.92986442 -2.07800000
1.95671786 -2.06050000
1.98357129 -2.05760000
2.01042473 -2.07080000
2.03727817 -2.09440000
2.06413160 -2.12410000
2.09098505 -2.15750000
2.11783848 -2.19180000
2.14469191 -2.19110000
2.17154536 -2.17760000
2.19839879 -2.17320000
2.19839879 -2.17320000
2.22275525 -2.18040000
2.24711172 -2.19870000
2.27146818 -2.22130000
2.29582464 -2.24310000
2.32018111 -2.26100000
2.34453757 -2.27380000
2.36889403 -2.28150000
2.39325050 -2.28500000
2.41760696 -2.28630000
2.44196342 -2.28850000
2.46631989 -2.29510000
2.49067635 -2.30780000
2.51503281 -2.32390000
2.53938927 -2.33640000
2.56374573 -2.34350000
2.56374573 -2.34350000
2.59059917 -2.33690000
2.61745261 -2.32420000
2.64430605 -2.31320000
2.67115948 -2.30790000
2.69801292 -2.30840000
2.72486636 -2.31170000
2.75171979 -2.31460000
2.77857323 -2.31590000
2.80542667 -2.31600000
2.83228010 -2.31550000
2.85913355 -2.31510000
2.88598698 -2.31470000
2.91284042 -2.31440000
2.93969386 -2.31390000
2.96654729 -2.31380000
2.96654729 -2.31380000
2.99090375 -2.29370000
3.01526022 -2.27380000
3.03961668 -2.24940000
3.06397314 -2.21300000
3.08832961 -2.18400000
3.11268607 -2.16910000
3.13704253 -2.16120000
3.16139900 -2.15580000
3.18575546 -2.14890000
3.21011192 -2.13580000
3.23446839 -2.11980000
3.25882485 -2.12680000
3.28318131 -2.13970000
3.30753777 -2.14650000
3.33189424 -2.14860000
3.33189424 -2.32790000
3.34918092 -2.32640000
3.36646760 -2.32190000
3.38375428 -2.31440000
3.40104096 -2.30430000
3.41832765 -2.29190000
3.43561433 -2.27780000
3.45290101 -2.26280000
3.47018769 -2.24830000
3.48747437 -2.23600000
3.50476105 -2.22880000
3.52204774 -2.22990000
3.53933442 -2.24140000
3.55662110 -2.26180000
3.57390779 -2.28740000
3.59119447 -2.31380000
3.59119447 -2.17320000
3.60848115 -2.17600000
3.62576783 -2.18430000
3.64305451 -2.19690000
3.66034119 -2.21270000
3.67762788 -2.23060000
3.69491456 -2.23460000
3.71220124 -2.22690000
3.72948793 -2.21970000
3.74677461 -2.21360000
3.76406129 -2.20900000
3.78134797 -2.20570000
3.79863465 -2.20360000
3.81592133 -2.20240000
3.83320802 -2.20180000
3.85049470 -2.20160000
3.85049470 -2.19830000
3.86778138 -2.19720000
3.88506806 -2.19400000
3.90235474 -2.19980000
3.91964143 -2.21960000
3.93692811 -2.24050000
3.95421479 -2.26140000
3.97150147 -2.28120000
3.98878816 -2.29930000
4.00607484 -2.31520000
4.02336152 -2.32870000
4.04064820 -2.32920000
4.05793488 -2.32820000
4.07522156 -2.33060000
4.09250825 -2.33620000
4.10979493 -2.34350000

0.00000000 -2.18750000
0.02685343 -2.18170000
0.05370688 -2.16440000
0.08056031 -2.13640000
0.10741375 -2.11760000
0.13426719 -2.10480000
0.16112062 -2.09970000
0.18797406 -2.07560000
0.21482750 -2.03810000
0.24168093 -2.01780000
0.26853437 -2.01740000
0.29538781 -2.03490000
0.32224125 -2.05330000
0.34909468 -2.01520000
0.37594812 -1.96780000
0.40280156 -1.91420000
0.40280156 -1.91420000
0.42715802 -1.91750000
0.45151449 -1.92940000
0.47587095 -1.95320000
0.50022741 -1.99020000
0.52458387 -2.03630000
0.54894034 -2.08020000
0.57329680 -2.10480000
0.59765326 -2.11420000
0.62200972 -2.12200000
0.64636618 -2.13250000
0.67072265 -2.14500000
0.69507911 -2.15680000
0.71943557 -2.16420000
0.74379204 -2.16660000
0.76814850 -2.16680000
0.76814850 -2.16680000
0.79500194 -2.16190000
0.82185538 -2.15550000
0.84870881 -2.15330000
0.87556225 -2.15720000
0.90241569 -2.16600000
0.92926912 -2.17510000
0.95612256 -2.17530000
0.98297600 -2.16160000
1.00982944 -2.14060000
1.03668287 -2.11960000
1.06353631 -2.10050000
1.09038975 -2.08220000
1.11724318 -2.06390000
1.14409662 -2.04770000
1.17095006 -2.04010000
1.17095006 -2.04010000
1.19530652 -2.12520000
1.21966299 -2.20550000
1.24401945 -2.27160000
1.26837591 -2.30830000
1.29273238 -2.30590000
1.31708884 -2.29280000
1.34144530 -2.26170000
1.36580176 -2.24440000
1.39015822 -2.23880000
1.41451469 -2.22970000
1.43887115 -2.20570000
1.46322761 -2.18700000
1.48758407 -2.17400000
1.51194054 -2.18290000
1.53629700 -2.18750000
1.53629700 -2.18750000
1.55358368 -2.18710000
1.57087037 -2.18510000
1.58815705 -2.19450000
1.60544373 -2.20970000
1.62273041 -2.22420000
1.64001709 -2.23690000
1.65730377 -2.22740000
1.67459046 -2.20640000
1.69187714 -2.18390000
1.70916382 -2.16010000
1.72645051 -2.13500000
1.74373719 -2.10880000
1.76102387 -2.08230000
1.77831055 -2.05690000
1.79559723 -2.03560000
1.79559723 -2.03560000
1.82245067 -2.02570000
1.84930411 -2.00180000
1.87615755 -1.98030000
1.90301098 -1.97300000
1.92986442 -1.97430000
1.95671786 -1.97540000
1.98357129 -1.96740000
2.01042473 -1.94940000
2.03727817 -1.92790000
2.06413160 -1.92940000
2.09098505 -1.92960000
2.11783848 -1.92650000
2.14469191 -1.92000000
2.17154536 -1.91350000
2.19839879 -1.91990000
2.19839879 -1.91990000
2.22275525 -1.92020000
2.24711172 -1.92290000
2.27146818 -1.92980000
2.29582464 -1.94050000
2.32018111 -1.95450000
2.34453757 -1.97130000
2.36889403 -1.99090000
2.39325050 -2.01270000
2.41760696 -2.03550000
2.44196342 -2.05690000
2.46631989 -2.07320000
2.49067635 -2.08340000
2.51503281 -2.08910000
2.53938927 -2.09160000
2.56374573 -2.09190000
2.56374573 -2.09190000
2.59059917 -2.09560000
2.61745261 -2.10480000
2.64430605 -2.11450000
2.67115948 -2.11990000
2.69801292 -2.11820000
2.72486636 -2.11050000
2.75171979 -2.10020000
2.77857323 -2.09030000
2.80542667 -2.08350000
2.83228010 -2.08150000
2.85913355 -2.08480000
2.88598698 -2.09210000
2.91284042 -2.10080000
2.93969386 -2.10770000
2.96654729 -2.11030000
2.96654729 -2.11030000
2.99090375 -2.12130000
3.01526022 -2.12550000
3.03961668 -2.12260000
3.06397314 -2.11030000
3.08832961 -2.08600000
3.11268607 -2.05420000
3.13704253 -2.02440000
3.16139900 -2.01300000
3.18575546 -2.03630000
3.21011192 -2.06850000
3.23446839 -2.09440000
3.25882485 -2.08700000
3.28318131 -2.06460000
3.30753777 -2.04450000
3.33189424 -2.03560000
3.33189424 -2.04010000
3.34918092 -2.04210000
3.36646760 -2.04770000
3.38375428 -2.05670000
3.40104096 -2.06850000
3.41832765 -2.08210000
3.43561433 -2.09630000
